X,Y,OBJECTID,FacilityMasterID,FacilityName,Category,CategoryStyle,SiteStreet,SiteCity,SiteTelephone,WorkArea
-80.3964960573849,43.4078740977448,12645,58881C68-25AF-4FC0-B4D7-618F1061DE8D,Borealis Grille & Bar,"Food, General",Restaurant,4336 King St E,Kitchener,(519) 219-9007,CK4
-80.3545045134136,43.3935437703915,12646,204484DC-1B17-476F-A671-B2537AA363D9,TOP MARKET FAMILY FARMS,"Food, General",Supermarket,960 KING ST E,Cambridge,(519) 716-9464,CK2
-80.3052249573327,43.4208111364077,12647,463ED4C6-FC7A-475C-ABFA-211FEC792683,HESPELER EXTENDED DAY PROGRAM,"Food, Institutional",Before and After School Program,300 Winston Blvd,Cambridge,(519) 888-0098,CK6
-80.4894833240466,43.4491980529026,12648,2F655975-E054-4969-BC66-A19B8C6FCA92,QUEEN STREET COMMONS CAFE,"Food, General",Restaurant,43 QUEEN ST S,Kitchener,(519) 743-1151,KW3
-80.5411372467235,43.484622007092,12652,22349803-E188-4D9F-B598-4678256005BF,TIM HORTONS,"Food, General",Restaurant,465 PHILLIP ST,Waterloo,(519) 884-2748,KW15
-80.3025499202159,43.3490248152366,12655,86A39DBC-6BB2-4C07-8DD9-1148D17D4C44,Stewart Avenue Public School: Nutrition for Learning Program,"Food, Institutional",Nourishment Program,145 Stewart Ave,Cambridge,(519) 621-4171,CK5
-80.5546990252514,43.5120233349754,12657,B844745A-7C90-4514-94EA-0937F5467D8C,SJFM-PIZZA JUNCTION,"Food, General",Food Take Out,878 WEBER ST N,Woolwich,,KW10
-80.5402220947934,43.4691954775523,12660,9A2F8AB1-B0AF-4AE2-BE26-085395F574B3,UW - WILLIAMS FRESH CAFE (EV3),"Food, General",Food Take Out,200 UNIVERSITY Ave W,Waterloo,(519) 885-1211,KW15
-80.5446744251296,43.4255853060802,12663,0A301F33-AE95-4DAB-A269-166AAF40BCA7,M & M MEAT SHOPS,"Food, General",Food store convenience / Variety,540 WESTFOREST TRAIL,Kitchener,(519) 741-1075,KW7
-80.4849637884613,43.4677582550043,12665,BCAA3E50-26AC-4E18-BAEF-7CB05FFAF0D4,VESLO FAMILY RESTAURANT,"Food, General",Restaurant,100 ARNOLD ST,Kitchener,(519) 744-9292,KW5
-80.5247604680033,43.4770384929757,12668,F9109499-6F34-4B3C-A4CC-5A2B23E0B2AB,Shawarma Royale,"Food, General",Restaurant,258 King St N,Waterloo,(519) 589-2878,KW16
-80.483563938093,43.4480956729607,12669,F676C957-E36D-4ADE-98F6-84518A67FE39,NKFM-SPROLL'S FINE GERMAN BAKERY,"Food, General",Baked Goods - Retail,300 KING ST E,Kitchener,(519) 748-5451,KW11
-80.3266484502787,43.3979088717868,12670,646B3814-4411-487B-8703-7A13CFAF14DA,Al Ummah   Foods,"Food, General",Butcher Shop,480 Hespeler RD,Cambridge,(519) 620-2277,CK2
-80.2484258259228,43.345499568385,12671,1A6D2701-D2FF-4EB0-B806-0C1876B77E00,ORIENTAL SPORTS CLUB,"Food, General",Banquet Hall,1054 SHELLARD RD,North Dumfries,(519) 623-1262,CK5
-80.4613660414508,43.4561149756384,12674,003B83E9-2E7F-49FB-AA4E-91DA0BCED753,DYNAMITE PIZZA,"Food, General",Food Take Out,501 KRUG ST,Kitchener,(519) 579-4600,KW11
-80.3309224444347,43.3937069278523,12675,712AB1DA-9393-413B-91F3-B924BAFF0F67,Rhythm & Brews,"Food, General",Snack Bar / Refreshment Stand,1000 Bishop St N,Cambridge,(519) 654-6052,CK2
-80.3240758459912,43.4131148114472,12676,EF8112A8-18D6-461A-A24F-902F4808006E,DOLLARAMA,"Food, General",Food store convenience / Variety,42 PINEBUSH RD,Cambridge,,CK6
-80.4901242937122,43.4508667417518,12677,19B02277-8049-470D-BA00-DB98AEC1B27E,THE ADVENTURERS GUILD,"Food, General",Restaurant,36 ONTARIO ST N,Kitchener,(519) 572-8507,KW11
-80.524814067698,43.4677263901641,12679,58A31CEA-5FE1-4DF5-9D8C-AC7DCB8A2AA1,EMMANUEL UNITED CHURCH,"Food, General",Church Kitchen Facility,22 BRIDGEPORT RD W,Waterloo,(519) 886-1476,KW13
-80.5392398133287,43.4721737193341,12681,40CCBFA5-EA0F-4B97-8188-CD8D2E72392B,FARAH'S FOOD MART,"Food, General",Supermarket,170 UNIVERSITY Ave W,Waterloo,(519) 886-9933,KW15
-80.4918359477693,43.4551225815586,12683,E9BCF4F0-E2C6-4729-A6C4-C00D642BB7E6,ARK RESIDENTIAL CARE FACILITY,"Food, Institutional",Group / Lodging Home (>9),125 WATER ST N,Kitchener,(519) 208-5006,KW11
-80.5392398133287,43.4721737193341,12686,2E3F8675-B257-4E23-B514-D54E15F54D0B,CHEN'S RESTAURANT,"Food, General",Restaurant,170 UNIVERSITY Ave W,Waterloo,(519) 884-9836,KW15
-80.5924713816701,43.4722820555601,12687,407E1C33-CC58-4762-A8BD-FB66F637246C,"JAVA GARDEN, THE","Food, General",Food Take Out,600 Laurelwood Drive,Waterloo,(519) 883-0105,KW12
-80.3291234493124,43.404367197019,12688,684D55DE-C762-4A8F-B6C8-C3E12194FBFE,Red Eye Cafe and Donuts,"Food, General",Restaurant,600 Hespeler Rd,Cambridge,(519) 240-1297,CK2
-80.2788556652364,43.3937569833886,12690,32F50D0E-AA22-4FA6-B7D0-E612D9ECFE03,SAGINAW CHILD CARE,"Food, Institutional",Child Care Onsite Prep./Recreational Camp/Co-op,740 SAGINAW PKY,Cambridge,(519) 740-8066,CK1
-80.4826616586875,43.4523784490075,12691,927DBBDE-AC59-4175-9077-59750F71224A,MOPPET PARENT PARTICIPATING PRESCHOOL,"Food, Institutional",Child Care Onsite Prep./Recreational Camp/Co-op,171 FREDERICK ST,Kitchener,(519) 578-3840,KW11
-80.3277401136901,43.3576598116079,12692,C3FB612E-2D9C-4858-850F-C9996527AD2A,YMCA SCHOOL AGE YOUTH DEVELOPMENT -  HIGHLAND PUBLIC SCHOOL,"Food, Institutional",Child Care Onsite Prep./Recreational Camp/Co-op,125 SALISBURY Ave,Cambridge,(519) 741-8585,CK7
-80.483563938093,43.4480956729607,12694,D7CE40E5-1BF6-4BF9-A5EC-E9B936D40F3F,NKFM-KARLIK PASTRY,"Food, General",Baked Goods - Retail,300 KING ST E,Kitchener,(905) 544-2730,KW11
-80.4842075293357,43.4237370035784,12696,450FA745-469F-4AFA-ACB4-1AA1C0B7C272,"LITTLE """"Z"""" MARKETS","Food, General",Food store convenience / Variety,725 OTTAWA ST S,Kitchener,(519) 576-4993,CK3
-80.3259318336527,43.4172768467913,12698,4D148425-C45D-449D-8B9A-D8FFF356D1D4,Treasure Hunt,"Food, General",Food store convenience / Variety,150 Holiday Inn Dr,Cambridge,(519) 651-2424,CK6
-80.5521646641829,43.4145326745485,12699,4B15A4CC-D714-485A-A89D-33FDDF3F18D3,Pizza Express,"Food, General",Food Take Out,255 Highview Dr,Kitchener,(519) 747-5000,KW4
-80.4922677521498,43.4472835470801,12705,0F8BBD7E-CE7E-4F0F-97F5-557AC678B5DA,ONE ROOF YOUTH SERVICES,"Food, General",Community Kitchen,242 QUEEN ST S,Kitchener,(519) 742-2788,KW9
-80.3683669668195,43.3943056693771,12713,80C970E3-9CB2-495C-9FCE-66013E902FFE,Growing Hope Farms,"Food, General",Produce Vendor,246 Sherring St,Cambridge,(519) 722-7764,CK2
-80.7159312010897,43.3844492356755,12720,823207AD-B7C8-44C4-A5F0-79C9B8EB7396,Confectionery Cousins,"Food, General",Bakery - Production,73 Hincks St,New Hamburg,(519) 949-2766,KW4
-80.3140991458648,43.3591548814493,12721,7D6C2FAF-3F94-4012-98E6-3F572EE1727E,WALSHEE'S FAMILY BILLIARDS,"Food, General",Cocktail Bar/ Nightclub,52 MAIN ST,Cambridge,(519) 623-8332,CK7
-80.2989896588766,43.3669973703128,12722,69630A55-B015-45C8-BF1D-757E45B6FE24,CAMBRIDGE VINEYARD,"Food, General",Community Kitchen,147 ELGIN ST N,Cambridge,(519) 740-8463,CK1
-80.4837483994623,43.4579425639673,12726,AE9F73D2-42B7-4C77-B873-2F78A255AA15,Descendants Beer & Beverage Ltd,"Food, General",Restaurant,319 Victoria St N,Kitchener,(519) 581-7871,KW11
-80.3133842605818,43.3601680723823,12727,2B27232F-8191-49A2-A5D3-AE6788AEDD9D,CFM - ROY'S ROAST,"Food, General",Food Take Out,40 DICKSON ST,Cambridge,(519) 622-7572,CK5
-80.4984989789507,43.5215372695185,12728,5C510745-C98C-4A28-90BB-9FB7E899D57D,Sandy's Kitchen,"Food, General",Restaurant,105 Oak Park Dr,Waterloo,(519) 884-8929,KW2
-80.4392556975508,43.4244859348789,12731,AFE43542-5CC9-430E-8F02-F26F59EC676E,INTERNATIONAL NEWS,"Food, General",Food store convenience / Variety,2960 KINGSWAY DR,Kitchener,(519) 208-6555,CK3
-80.3226801755256,43.4009146317347,12735,55D90DC4-15B2-40F3-9D19-5418CB907A7E,VIET THAI GROCERY & SUPPLY,"Food, General",Caterer / Commissary,520 COLLIER-MACMILLAN DR,Cambridge,(519) 654-6886,CK6
-80.5221321855129,43.4630652962133,12737,06EAE819-B3AD-4476-BEEA-7409145D128B,DAVIDsTEA,"Food, General",Restaurant,95 King St S,Waterloo,(519) 725-8354,KW1
-80.459778676733,43.4665029586718,12738,B3C899D6-472E-481F-9929-3D6F39CDE1CB,CANADIAN TIRE GAS BAR,"Food, General",Food store convenience / Variety,1080 VICTORIA ST N,Kitchener,(647) 895-8772,KW5
-80.4668937233252,43.4472293902436,12739,5C93A2F9-A9D6-4104-B074-F80C46BFA8D0,KITCHENER MEMORIAL AUDITORIUM - EAST CONCESSION,"Food, General",Food Take Out,400 EAST Ave,Kitchener,(519) 579-5622,KW3
-80.4604830683558,43.4224749700991,12746,C550C42F-05D9-4AF4-AFBE-6D4EE4E5823C,TIM HORTONS,"Food, General",Restaurant,1144 COURTLAND AVE E,Kitchener,(519) 742-6135,CK3
-80.5546990252514,43.5120233349754,12748,1FF07774-17CF-42FB-AEA1-5AEB1A727729,SJFM-MARY`S PRODUCE,"Food, General",Produce Vendor,878 WEBER ST N,Woolwich,(519) 747-1830,KW8
-80.492829546839,43.4539942794033,12751,F823E2BF-3F83-4CBF-BD37-47BA8D8A31C2,PEPI'S PIZZA,"Food, General",Restaurant,87 WATER ST N,Kitchener,(519) 578-6640,KW5
-80.3127382770949,43.3406881859454,12753,19D04804-0826-46D6-B71F-212A76B91F46,LITTLE SHORT STOP,"Food, General",Food store convenience / Variety,301 WATER ST S,Cambridge,(519) 621-2300,CK7
-80.5343782780069,43.6137596877044,12754,DDC0AAA3-D496-4C4A-BD6B-0BC23508B02C,LAURENE MARTIN,"Food, Processing Plant",Cannery,7733 Reid Woods DR,Woolwich,(519) 669-1199,KW8
-80.5111827209791,43.4342375606656,12755,A3E29606-66BD-4934-B36E-A7513E05E560,Nutrition for Learning- Queensmount,"Food, Institutional",Nourishment Program,21 Westmount RD W,Kitchener,(519) 578-0400,KW7
-80.3269508151487,43.4032136862797,12756,059552F1-B5AF-4BE7-8474-0D0F7EB4BDB4,MARY BROWN'S FRIED CHICKEN & TATERS,"Food, General",Restaurant,580 HESPELER RD,Cambridge,(519) 740-0277,CK2
-80.2981865355485,43.3617456270311,12757,3C1DB325-CEF6-48AD-80A6-1CCF91D79CEF,SILVER CHINA RESTAURANT,"Food, General",Restaurant,79 ELGIN ST N,Cambridge,(519) 621-1311,CK1
-80.4944696710327,43.4514802954146,12758,34FFACEF-607E-4D6F-AD0F-583D59043A9F,QUICK SANDWICHES,"Food, General",Restaurant,2 - 281 KING ST W,Kitchener,(519) 742-9103,KW9
-80.5402220947934,43.4691954775523,12760,B7679ECD-5EEC-43B9-95E8-B2F41F5364D9,UW - TIM HORTONS (SCH),"Food, General",Restaurant,200 UNIVERSITY Ave W,Waterloo,(519) 574-1992,KW15
-80.2907220453868,43.3562931974916,12763,31D13656-AAFF-4309-BAB8-508135DFBB03,CAPRI PIZZA,"Food, General",Restaurant,100 DUNDAS ST S,Cambridge,(519) 623-7510,CK5
-80.5209143396084,43.477346277124,12765,74E1EE04-CD6B-4878-AD9E-D590EB115B7C,WLU - Byte75 Coffee and Social (LH),"Food, General",Restaurant,65 University Ave W,Waterloo,(519) 884-1970,KW16
-80.3177302762791,43.3566913328222,12770,D11A07E1-5487-4556-8E4D-9A0CAC156E36,My-Thai Restaurant,"Food, General",Restaurant,44 Grand Ave S,Cambridge,(519) 740-9119,CK7
-80.5273034436851,43.498191063434,12773,79677E8C-1588-425B-BE27-2CA34D6934B2,Villa Madina,"Food, General",Food Take Out,550 King ST N,Waterloo,(519) 885-4894,KW16
-80.4846966392176,43.4700126287781,12774,084FA40C-3CA4-44FD-AAD7-14E7CE1338C4,SARI-SARI PHILLIPINO CUISINE,"Food, General",Restaurant,347 Lancaster St W,Kitchener,,KW5
-80.4586978699293,43.4274378034096,12777,46E3C935-D8F2-45C2-B2D4-AB9A94DEF1C3,WILSON PARK CONCESSION STAND,"Food, General",Food Take Out,75 Wilson Ave,Kitchener,(519) 741-2688,CK3
-80.325192790673,43.4033277246856,12779,C5EC8C36-2E81-4B1F-8B99-9D705D0FEEA2,GRAIN OF SALT INDIAN CUISINE,"Food, General",Restaurant,561 Hespeler RD,Cambridge,(519) 653-1600,CK6
-80.5714611762049,43.445869455701,12780,B4E5C0A2-29EF-499F-96C5-7D604EDCC604,BOSTON PIZZA,"Food, General",Restaurant,651 Erb St W,Waterloo,(519) 747-8000,KW12
-80.4750557332988,43.4334939445612,12781,22D819E5-CE9A-4ECF-B71F-34EC7570C995,Love Laugh Play Indoor Playland,"Food, General",Food store convenience / Variety,541 Mill St,Kitchener,(519) 954-7529,KW3
-80.3270169751632,43.4087438426594,12783,AACBCF01-7680-4B9A-81C0-9EA6DCA069D3,PHO BEN THANH VIET-THAI RESTAURANT,"Food, General",Restaurant,10 PINEBUSH RD,Cambridge,(519) 622-7866,CK6
-80.4981293998125,43.4453464255729,12785,2D1A04F1-EBCD-4018-98BB-7196A23485A4,EWA WILK HOTDOG CART,"Food, Mobile Vendor",Street Food Vendor/Hot Dog Cart,76 Schneider Ave,Kitchener,(519) 749-0233,KW9
-80.5546990252514,43.5120233349754,12786,41A7AF11-8436-4D04-9A0B-8E88D312B9B2,SJFM - EVA`S DELI (MARKET TENT),"Food, General",Food store convenience / Variety,878 WEBER ST N,Woolwich,(519) 747-1830,KW10
-80.5106940122269,43.4718646726501,12787,688C97E0-2F5D-4B76-A2B6-67F111C62755,OWL CHILD CARE SERVICES-LINCOLN,"Food, Institutional",Child Care Onsite Prep./Recreational Camp/Co-op,145 LINCOLN RD,Waterloo,(519) 746-1124,KW2
-80.5186561327798,43.478120447269,12793,2AA77AF6-2592-4C9D-BB60-268F5137C09F,Popeye's Louisiana Kitchen,"Food, General",Restaurant,85 University Ave,Waterloo,(519) 888-7766,KW16
-80.4386974966997,43.4333037980775,12794,3DC0EE9B-393D-4499-B8B9-0C44152FD992,CITY PIZZA,"Food, General",Food Take Out,1400 Weber St E,Kitchener,(519) 895-2828,KW14
-80.4148711881514,43.478717021502,12795,1E650FD8-5914-4C4C-AAE1-42CA6DAD8FA4,Breslau convenience,"Food, General",Food store convenience / Variety,10 DOLMAN ST,Breslau,(519) 213-5033,KW2
-80.3200094783565,43.3931243145734,12797,B044E936-8D63-431D-92F0-C872055F091D,CALIFORNIA THAI,"Food, General",Food Take Out,355 HESPELER RD,Cambridge,(519) 621-3888,CK1
-80.5318494116808,43.4752360590208,12798,449DAD79-12E4-4DB3-9050-9F5CCD087BB0,SLICE N RICE,"Food, General",Food Take Out,251 Hemlock St,Waterloo,(438) 995-5215,KW13
-80.5372440336964,43.4625895378633,12805,79388FF6-2AB6-46FE-A806-FC018D4C3AA1,LUTHER VILLAGE ON THE PARK - SUNSHINE CENTRE,"Food, Institutional",Retirement Home,139 FATHER DAVID BAUER DR,Waterloo,(519) 783-3710,IPAC A
-80.492180825095,43.4340287218282,12806,2E25248D-4CE7-40A9-BAAF-33D90D9FC091,NUTRITION FOR LEARNING - ST. BERNADETTE,"Food, Institutional",Nourishment Program,245 LORNE Ave,Kitchener,(519) 743-1541,KW9
-80.5107032559792,43.4156855868914,12808,0116B4F2-CE67-4909-85FA-7A394EE87A36,Tandoori Xpress,"Food, General",Food Take Out,685 Fischer-Hallman Rd,Kitchener,(519) 571-1234,KW6
-80.5102718418296,43.4147701440747,12809,3F7BC8F4-1987-4464-AFCD-45857078C1F8,SUBWAY,"Food, General",Restaurant,715 FISCHER-HALLMAN RD,Kitchener,(519) 741-0702,KW6
-80.4673197481046,43.4200839806492,12810,B8B56C8B-3A43-47C8-B25F-E04B85F63B96,ST. MARY'S HIGHSCHOOL,"Food, General",Restaurant,1500 BLOCK LINE RD,Kitchener,(519) 745-6891,CK3
-80.5947442461804,43.4697352256581,12811,B16C2326-8476-47E0-9583-55F9A8DF229B,WILD SUSHI,"Food, General",Food Take Out,619  WILD GINGER AVE,Waterloo,(226) 338-6131,KW12
-80.3996855138533,43.4088880594474,12813,96CDA225-635B-4962-9B42-420A03816B1B,PHO BISTRO,"Food, General",Restaurant,4281 King Street East E,Kitchener,(519) 219-4746,CK4
-80.4320422166663,43.4548697205328,12814,4018945C-D89A-433B-8CF7-55D78FC90334,ANSELMA HOUSE,"Food, Institutional",Group / Lodging Home (>9),700 HERITAGE DR,Kitchener,(519) 741-9184,KW14
-80.483563938093,43.4480956729607,12816,4CE86652-5ECB-401F-8BE8-2CA53FCB1D66,NKFM-THE MARKET PLACE,"Food, General",Caterer / Commissary,300 King St East,Kitchener,,KW11
-80.537136245271,43.4610462926937,12817,DE94EAFB-E229-47EE-9C6E-4F648864E7D9,168 Sushi Asian Buffet,"Food, General",Restaurant,50 Westmount Rd N,Waterloo,(519) 208-9168,KW15
-80.3466609260981,43.40450285689,12818,88420495-D281-41B8-B037-76E23966BDB1,Domino's Pizza,"Food, General",Food Take Out,1531 EAGLE ST N,Cambridge,(519) 653-8050,CK2
-80.4316401242165,43.4336537296424,12821,007C128D-50C8-4D2A-96A8-79C6B9788DD3,CHRIST THE KING UNITED CHURCH,"Food, General",Community Kitchen,167 THALER Ave,Kitchener,(519) 748-6208,KW14
-80.3276911511007,43.3720451466967,12825,A374F522-4923-44C5-A2B4-748E0AA588FD,NUTRITION FOR LEARNING - BLAIR ROAD PUBLIC SCHOOL,"Food, Institutional",Before and After School Program,85 Sunset Blvd,Cambridge,(519) 621-5620,CK7
-80.4278870209545,43.3819165695234,12826,1DE5048A-5B5A-4A4E-8CF0-F1EEDE0D8196,A QUICK STOP VARIETY,"Food, General",Food store convenience / Variety,260 DOON SOUTH DR,Kitchener,(519) 748-6472,CK4
-80.5286005319117,43.4315823764442,12827,700AA903-2DD1-4653-A74C-C95CD74BDF82,BANKSIDE TERRACE,"Food, Institutional",Retirement Home,71 BANKSIDE DR,Kitchener,(519) 749-9999,IPAC C
-80.3270180328328,43.4106650059005,12828,CAAC6653-CD2F-467E-A069-0F3B7663422B,Walmart Supercentre,"Food, General",Supermarket,22 Pinebush RD,Cambridge,(519) 624-7467,CK6
-80.396555780592,43.3693733821087,12830,FA4A3222-D202-4DC5-8FFD-DA47AB5EB55E,WHISTLE BEAR GOLF CLUB,"Food, General",Restaurant,1316 Dickie Settlement RD,North Dumfries,(519) 650-2327,CK4
-80.5181878902063,43.4162243129062,12832,8C904FB3-7392-4896-8898-C4F49CED6451,PHO SUNRISE RESTAURANT,"Food, General",Restaurant,1400 Ottawa St S,Kitchener,(519) 579-2016,KW4
-80.5262476110802,43.4876877523285,12835,DDDB4412-BA81-44B1-A140-F925A51A3399,EAST SIDE MARIO'S,"Food, General",Restaurant,450 KING ST N,Waterloo,(519) 886-8388,KW10
-80.5303263857357,43.5031733428058,12839,E8060B49-D3F5-4421-9FC1-2E564D4CB41B,"KEG STEAKHOUSE AND BAR, THE","Food, General",Restaurant,42 NORTHFIELD DR E,Waterloo,(519) 725-4444,KW16
-80.4604390282627,43.4817323042743,12840,2E525C94-5463-42E3-B072-DBFB16397230,Caribbean Catering and Bakery,"Food, General",Caterer / Commissary,70 Dumart Pl,Kitchener,(519) 590-5375,KW2
-80.5560742802134,43.45270430439,12842,BF160B00-7961-43B7-96D2-F45907BE1F32,PIZZA PIZZA,"Food, General",Food Take Out,450 ERB ST W,Waterloo,(519) 884-6859,KW12
-80.2862531820833,43.4233152176595,12843,D477A327-E760-44C2-8AE8-3C3DC15E3A1E,jashan-e-dawat,"Food, General",Restaurant,900 Jamieson Pkwy,Cambridge,(519) 260-0798,CK6
-80.4445054492526,43.4521308044326,12846,0BD68594-87D2-4CD5-9692-C5E79779E63B,KFC/TACO BELL,"Food, General",Restaurant,1020 OTTAWA ST N,Kitchener,(519) 894-1615,KW3
-80.4128298070875,43.3864311267112,12847,FCFBA38A-40F3-4DE4-BB48-D9479DE0E5FA,TIM HORTONS,"Food, General",Restaurant,2430 HOMER WATSON BLVD,Kitchener,(519) 893-8488,CK4
-80.3214865710859,43.3849517029852,12848,67E93BF1-FBF3-4E77-9961-F0EE20403658,HERITAGE MEADOWS RETIREMENT HOME,"Food, Institutional",Retirement Home,208 HESPELER RD,Cambridge,(519) 620-9999,IPAC D
-80.5546990252514,43.5120233349754,12849,3052D479-8A05-4F23-B08A-C4E9843689E8,SJFM-PRODUCE EXPRESS ( MAIN BUILDING),"Food, General",Produce Vendor,878 weber st N,Woolwich,(519) 747-1830,KW8
-80.5448847354616,43.4423863546614,12851,91491E53-77FC-4875-9666-E72A44C2FEDB,FOOD BASICS,"Food, General",Supermarket,851 FISCHER-HALLMAN RD,Kitchener,(519) 570-2500,KW1
-80.483563938093,43.4480956729607,12853,B9EF9795-58AA-461E-901C-C7351DB6B01A,NKFM-FOREST HILL ORCHARD,"Food, General",Food Take Out,300 KING St E,Kitchener,,KW11
-80.4394158946378,43.3917136160121,12858,17406486-3E9C-458E-A4E5-E7FE63BA6119,DOON VILLAGE RETIREMENT RESIDENCE,"Food, Institutional",Retirement Home,868 DOON VILLAGE RD,Kitchener,(519) 896-3338,IPAC C
-80.483563938093,43.4480956729607,12862,11FB314A-A8DE-46BA-82D8-361EDE0C386D,NKFM-FINEST SAUSAGE & MEATS,"Food, General",Butcher Shop,300 KING ST E,Kitchener,(519) 748-9003,KW11
-80.4823830764726,43.4470353862402,12868,2E496157-E0AA-4E14-8EEA-FA97A0D74334,BEBORA STORE,"Food, General",Food store convenience / Variety,408 KING ST E,Kitchener,(519) 578-2789,KW11
-80.3108034716269,43.4311254109829,12870,0E5B98D8-EBA5-4F34-89EA-EDFC6D59D582,O&V Tasting Room,"Food, General",Food store convenience / Variety,2 Queen St W,Cambridge,(226) 600-4510,CK6
-80.4439328257971,43.4230079910827,12871,A0FFDA81-28A0-493F-8AE8-FAEE985DBAFE,DOUBLE DOUBLE PIZZA CHICKEN,"Food, General",Restaurant,3101 KINGSWAY DR,Kitchener,(519) 748-5465,CK3
-80.4392556975508,43.4244859348789,12872,FAD15927-16E0-47BC-8DD6-F1F49B4D1E8B,GATEWAY NEWSTANDS,"Food, General",Food store convenience / Variety,2960 KINGSWAY DR,Kitchener,(519) 894-4802,CK3
-80.4741218641958,43.4413424403839,12873,87AC16E4-DEDE-4512-8186-331395AD9E78,CITY CAFE BAKERY,"Food, General",Baked Goods - Retail,50 Ottawa St S,Kitchener,(519) 897-3402,KW3
-80.5230082201271,43.4687291891828,12874,BFC19165-4218-4B0B-AD51-5E23B0875D2E,MR. SUB,"Food, General",Restaurant,102 KING ST N,Waterloo,(519) 884-7313,KW1
-80.5182538914248,43.4571476978106,12875,B1B7C083-0530-4A51-AAA8-8BE016BBA398,SWEETIE PIE,"Food, General",Bakery - Production,189 PARK ST,Waterloo,(226) 647-8864,KW1
-80.4816185443482,43.4468125604647,12877,B925191F-51D4-4675-81CB-F8F1D19DC336,SUSHI STARS,"Food, General",Restaurant,450 KING ST E,Kitchener,(519) 584-2341,KW3
-80.4911766206639,43.4453654990491,12878,FE80731A-990B-43BE-B1A2-20634361B8BB,EUROPEAN MEAT & DELI STORE-ARCUENSE STORE,"Food, General",Food store convenience / Variety,46 COURTLAND Ave,Kitchener,(519) 576-2736,KW9
-80.7109020039165,43.3783801497922,12879,C93C878B-14DB-4C06-A623-5196572583A4,Bitte Schon Brauhaus Inc,"Food, General",Restaurant,68 Huron St,New Hamburg,(519) 390-2000,KW4
-80.4947404961516,43.4519247291753,12880,CF87A387-8F56-4C02-B22A-00F7E03F6C38,FAT BASTARD BURRITO CO.,"Food, General",Restaurant,306 KING ST W,Kitchener,(519) 729-1586,KW5
-80.5931943824334,43.4707751166189,12882,5D8D9FC6-C3AE-475F-B673-8BED6F7CD0D3,COFFEE TIME,"Food, General",Restaurant,645 LAURELWOOD DR,Waterloo,(519) 747-7636,KW12
-80.5392398133287,43.4721737193341,12884,12390D3A-0440-44C7-9ACF-78040E66E76D,MOLLY BLOOM'S IRISH PUB,"Food, General",Restaurant,170 UNIVERSITY Ave W,Waterloo,(519) 575-7397,KW15
-80.3593414200899,43.3965695829344,12885,260BF7EE-B103-403C-898B-E999C1734CEC,PFM - RISING DOUGH BAKERY,"Food, General",Baked Goods - Retail,615 King St E,Cambridge,(519) 221-6224,CK2
-80.514701517584,43.471150003699,12888,22B8EC49-3734-414C-B5F4-9D88D0E0D762,TIM HORTONS,"Food, General",Restaurant,94 BRIDGEPORT RD E,Waterloo,(519) 746-6804,KW1
-80.4623580998448,43.4028001124684,12889,B281CABE-9AF6-457D-9718-374E5957B2F8,FINEST SAUSAGE & MEAT LTD.,"Food, General",Food Warehouse / Depot,268 TRILLIUM DR,Kitchener,(519) 893-6484,KW6
-80.5402220947934,43.4691954775523,12891,D41F0901-B5AE-4DC2-9F2D-51A32CD19824,UW - BRIGHT STARTS CO-OPERATIVE EARLY LEARNING CENTRE INC.,"Food, Institutional",Child Care Onsite Prep./Recreational Camp/Co-op,200 UNIVERSITY Ave W,Waterloo,(519) 888-4567,KW15
-80.3271441684157,43.4194728701053,12894,B04B374F-BE18-4817-8E67-A41EDA603F3B,Grow Community Centre,"Food, Institutional",Before and After School Program,1 Groh Ave,Cambridge,(519) 248-4769,CK6
-80.5128972592694,43.4057732469163,12897,B5EE4FC7-D77C-4FEB-970C-9503C23A9B88,MONTENEGRO FOODS,"Food, General",Food store convenience / Variety,192 ACTIVA Ave,Kitchener,(519) 745-5161,KW6
-80.5146444591801,43.4416989446512,12898,412D6167-3112-43DD-879E-893EE0F342FC,C MARKET,"Food, General",Food store convenience / Variety,517 VICTORIA ST S,Kitchener,(519) 742-5912,KW7
-80.3841347839903,43.404252393108,12900,FF4F0F15-38AA-4484-BB1F-1F9449509A73,COME FRY WITH ME,"Food, Mobile Vendor",Mobile Preparation Premises,4592 KING ST E,Kitchener,(226) 989-6086,CK4
-80.5357722612952,43.4176233537301,12901,A633AA8D-7F8F-4B0A-9654-F6D76EB6DA6E,"FISH HUT, THE","Food, General",Restaurant,450 WESTHEIGHTS DR,Kitchener,(519) 584-2325,KW4
-80.371270341939,43.4168327259157,12902,92A052AC-5605-457E-9AB9-1DAF1561ABE3,TOYOTA (NORTH),"Food, General",Workplace Cafeteria,1055 FOUNTAIN ST N,Cambridge,(519) 653-1111,KW14
-80.5012231359186,43.419226345371,12903,426FE7F4-C53C-4AD0-B354-5B75637DBEE5,MILLENNIUM CONVENIENCE,"Food, General",Food store convenience / Variety,700 WESTMOUNT RD E,Kitchener,(519) 570-3318,KW6
-80.5204668172664,43.5117454592649,12906,F8403CCA-DDAC-4CB2-9593-902AA2631945,SUPPERWORKS,"Food, General",Restaurant,283 NORTHFIELD DR E,Waterloo,(519) 568-5630,KW2
