"INSPECTION_ID","FACILITYID","INSPECTION_DATE","REQUIRE_REINSPECTION","CERTIFIED_FOOD_HANDLER","INSPECTION_TYPE"
"375A6628-107F-4543-8E5E-4B30DB468D02","3F4689EA-3CBA-44B4-A548-40BC0F3D4422","2018/11/27","N","No","Re-inspection"
"51C40319-B7DD-4B53-853B-4B32A44CE6DB","E06C875E-C8FA-4557-862F-3CC3ED25CD05","2019/12/05","N","No","Re-inspection"
"5FA31724-48AB-4568-899C-4B3D66DDD464","E67F5ADB-4692-4846-8896-F85710A1125D","2019/10/30","N","No","Compliance Inspection"
"A591A843-AA54-4482-9AAC-4B4D0D3F7898","EC48975E-C181-4A1C-9264-8E24B8F59A91","2019/03/06","N","No","Compliance Inspection"
"1BC965FF-8342-4CEF-BD2B-4B577BC0112E","232EEAEA-333A-405B-81A2-CFD0F9681ACF","2018/10/03","N","No","Compliance Inspection"
"57BB6F48-DD75-4DEE-AAFD-4B5F8EB3DB99","5646D0C1-7DA4-4A87-99F0-0FCF86AE6803","2018/08/21","N","No","Re-inspection"
"B44407E8-15C6-4D50-9344-4B6040ABFE2C","45304E04-BECD-4073-B8F0-BC9ECAFB4716","2018/07/23","N","No","Compliance Inspection"
"0D5B302A-D848-4E81-B2D0-4B61CDC70986","7C6AEE08-18A8-47A1-98F3-FEFF5ED4FEBF","2019/04/26","N","No","Compliance Inspection"
"B000C54A-15C9-4215-B17E-4B667D952327","1EC8C9D5-114A-40E3-A98E-608F6DB53642","2018/06/04","N","Yes","Enforcement"
"53A04AC0-BC94-4E32-A0D9-4B6D74CE9959","531595BD-6EBF-4D03-BB16-98C06C2F1A64","2019/08/08","Y","No","Compliance Inspection"
"7D13026B-8DF2-4F4A-A1B3-4B6DF3BE45AC","BF2F48A7-B42E-4FDB-B2C1-E78BDBED6A4E","2018/08/24","N","No","Re-inspection"
"56D5C69D-7CF6-4FEC-A6E7-4B7D4F81DEAB","AACBCF01-7680-4B9A-81C0-9EA6DCA069D3","2019/08/28","N","No","Re-inspection"
"724452B7-0377-4F05-AFD4-4B80AC3D3D4B","D3D497FA-BF7F-469B-BDBF-2B6D359D50DA","2019/11/18","Y","No","Compliance Inspection"
"36AF04D4-B952-4A85-AAA2-4B91C96816E6","1B0A8E8B-74A6-4743-BBA2-CE4F52E1BF9D","2019/04/24","N","No","Compliance Inspection"
"692739EB-6FEF-4CEA-85A6-4B97A2BDE245","8B15AE5C-D66C-442C-AC74-2A37BCC1BD71","2019/01/29","N","No","Compliance Inspection"
"AB841238-A53F-402B-9239-4B9AFB26117D","9A21965F-381F-4A7D-86B9-B4E94372FF41","2018/10/24","N","No","Compliance Inspection"
"42B045A1-6017-44C5-B86E-4B9DEE8CA991","5646D0C1-7DA4-4A87-99F0-0FCF86AE6803","2019/08/12","N","No","Compliance Inspection"
"1F5532BC-5E9E-4C75-A526-4BA38CD33242","6353541E-6D31-404C-BE6D-B310C42D3806","2019/01/17","N","No","Compliance Inspection"
"6E8C224A-CD7C-4B1A-ACFC-4BA735FD7A05","0BD68594-87D2-4CD5-9692-C5E79779E63B","2019/06/20","N","No","Re-inspection"
"F0314582-FCFD-45EC-A4AC-4BA77CA7E8A0","B16C2326-8476-47E0-9583-55F9A8DF229B","2019/07/04","N","No","Re-inspection"
"A0E4A26B-D9C8-4E69-885B-4BA83736F3DB","2A906862-FAD2-4F9B-A7D6-27F933A0A790","2019/09/04","N","No","Compliance Inspection"
"E306F683-20C4-46EA-A03A-4BA873830E70","7306D9BB-FD0E-441B-91D5-275C4B92F378","2018/08/09","N","No","Compliance Inspection"
"AF3A10F0-1A08-433D-827B-4BAA70B1B718","E4822C2F-74CF-46D1-8BD5-50B0B47E4970","2019/03/26","N","No","Compliance Inspection"
"7A4A71C5-21BF-4904-88DF-4BAB288F8544","AACBCF01-7680-4B9A-81C0-9EA6DCA069D3","2018/06/29","N","Yes","Re-inspection"
"9B1BF4CB-DF2E-4699-A86A-4BB003ABEA15","3E409D29-7F9F-41EA-B09C-0B58233EB303","2019/12/05","N","No","Compliance Inspection"
"744B1F44-53DA-4A4A-A50E-4BB2D8A2017A","24C8882D-293E-4DFB-AF3D-7EED8B4D1F06","2019/04/03","N","No","Re-inspection"
"83267E45-D5D7-4FDF-AD79-4BBCA7D2218A","16344445-CF71-472F-9061-354EC2784FBA","2018/06/01","N","Yes","Compliance Inspection"
"4CCD3E0C-043A-42B2-B5D8-4BC4524F38E2","EECE1F97-F95A-48F4-8026-80D2AAB5C16C","2019/06/21","N","No","Compliance Inspection"
"D33D9730-9008-4BCB-B62F-4BC5408C0898","D936F545-F18A-4718-AE07-F182B3FEB958","2019/02/08","N","No","Re-inspection"
"47111A72-EEA7-4D4A-ACF4-4BD17B5A7D10","855E099B-DC83-44D8-900E-DB77E4A41B14","2018/08/14","N","No","Compliance Inspection"
"CA01C188-79A9-47AE-A36D-4BD9791E54A6","DFA37621-FA7C-4958-A827-9B59E7D0FF4F","2018/10/25","N","No","Compliance Inspection"
"E30ADF5B-5063-4824-870F-4BDDDD2FA505","48BE837D-728A-4F56-8EA8-652254A360FA","2019/06/06","N","No","Compliance Inspection"
"0C63FE20-7A6F-4D02-94D9-4BDF8902CC36","BBED1DA7-8A3A-4F60-BCCE-D771A2928C4D","2019/07/05","N","No","Compliance Inspection"
"F3BA96A7-786F-4612-985A-4BE1BB6229EB","DF0AE939-9CAA-494D-AEEE-C0E8A110B174","2020/01/17","N","No","Re-inspection"
"DB69926B-DF72-4D59-AD24-4BE2CEBD5FB7","232D3ED8-2BE9-4B96-AC7A-CB42CA1BAE94","2020/01/15","N","No","Compliance Inspection"
"B5DD611C-CD23-4E4A-9D82-4BE784B8F9D9","0A6224D6-5CE5-472E-ABDD-9840A9D2CD98","2019/09/13","N","No","Compliance Inspection"
"60F29E28-779F-4DF0-9040-4BEFBB535188","9CBD1E3E-96E5-4ABC-B160-302E32A9EE7D","2019/09/18","N","No","Compliance Inspection"
"4459EF2E-2689-4110-B095-4BF066133583","DFA37621-FA7C-4958-A827-9B59E7D0FF4F","2018/06/13","N","Yes","Compliance Inspection"
"AD804777-D2C0-4832-961D-4BF436C4CC5C","D995D510-5A4B-4363-8972-04253AFE2B7F","2019/11/14","N","No","Compliance Inspection"
"2B6EE86C-D863-4FC7-A06E-4C039C7AE3FD","152AED98-DFCA-4288-B9F3-02D31F7A1786","2018/12/24","N","No","Compliance Inspection"
"2CD5620C-3CD5-481C-993D-4C06FCA2820A","BE41590C-7EA0-4CD1-8807-D27E30CD3DBB","2020/01/14","N","No","Compliance Inspection"
"9DC6F341-7E57-49F5-83B2-4C0BDC64FEC8","BBADAC96-A181-4C28-A41D-4A8E0607EB60","2019/05/29","N","No","Compliance Inspection"
"ACF92476-4681-42D9-B214-4C0ECDC01416","00A1D0E8-DC75-442F-BCA7-7D7FEE361D47","2018/10/15","N","No","Compliance Inspection"
"86E58E70-8B9F-4CB2-8931-4C133633B125","23CB2EC3-0912-4F91-8ED5-910CB77D6C1D","2019/07/11","N","No","Compliance Inspection"
"7476DE3B-F6EB-484D-A322-4C22D934BE10","4DE4BC71-6766-49DD-A13F-E4C9176F82EA","2018/11/21","N","No","Compliance Inspection"
"ADFD0A07-C31E-4862-82CE-4C2B595BB12E","F527DE69-E345-4FC3-9CFA-6576DCB69A21","2019/01/15","N","No","Compliance Inspection"
"E3ED45AC-3A90-498C-B434-4C2D2B287A3F","15AC7B22-F7AB-4FFA-9736-79F0E539BA06","2019/11/30","N","No","Compliance Inspection"
"5F9449CF-41FF-4B6F-977E-4C329813AE53","F2C3D4ED-C637-4208-8DF3-B0CC20C72BE0","2020/01/09","N","No","Compliance Inspection"
"094412CF-FC5E-42D5-87CC-4C3441F4ECF1","70660A87-EA21-496E-AAC1-404A51639DF7","2019/10/22","N","No","Compliance Inspection"
"57182AAF-CC3E-4F4B-9D74-4C39EFE2741E","93E90BF3-F1FA-4056-8405-DC84ED900571","2018/09/13","N","No","Compliance Inspection"
"76127B1D-29C1-4101-91B9-4C4052AB2C10","059552F1-B5AF-4BE7-8474-0D0F7EB4BDB4","2019/06/24","N","No","Compliance Inspection"
"A3EB5DCB-21D0-4D1A-944E-4C42B12724B6","9F621E56-FA0F-48C6-96DE-CE8E58D295BA","2019/07/31","N","No","Re-inspection"
"B5652113-744E-43BE-801D-4C43DD814080","9553624B-3CFD-4C7B-B2AB-0C1F58738D77","2019/07/08","N","No","Compliance Inspection"
"685A7B28-0442-4363-A1DD-4C6594A6B866","D3D497FA-BF7F-469B-BDBF-2B6D359D50DA","2019/04/02","N","No","Compliance Inspection"
"F3D7559F-1A0F-48E3-930E-4C681E951910","189570CE-8D76-4959-B1B4-B4722B4D6528","2019/08/21","N","No","Complaint"
"D9A199F3-785B-4213-83F7-4C691BC1CA31","00108CF9-109D-4E1B-BA8F-706058561621","2018/06/15","N","No","Compliance Inspection"
"1A14D508-99C0-4660-B888-4C6991F5B16B","7DEACD3B-4ABD-45DE-970D-1A66AAF18D75","2020/01/22","Y","No","Compliance Inspection"
"84CB9AD0-7C1A-48FF-B17B-4C6A5C7837FF","29423143-9DC4-4525-8FB3-53B217C656D9","2018/11/26","N","No","Complaint"
"C3D26CEC-FC0E-475C-BBA2-4C6B1A15B049","7CDD18BE-D851-42D4-9078-18A3F6778485","2019/06/05","N","No","Compliance Inspection"
"6F496F6B-2281-4E24-AD03-4C764C04C1CA","AE9F73D2-42B7-4C77-B873-2F78A255AA15","2019/09/17","N","No","Compliance Inspection"
"E2D734A0-FAF4-46A8-8D17-4C7D8455D569","FA243F28-E410-4305-93B1-EAB2DC648B62","2020/01/06","N","No","Compliance Inspection"
"EE27EF3E-7DCB-46BA-95E8-4C8D15DED141","9135237F-1C2E-43FB-AEA4-A9CE2777C7A2","2018/09/06","N","No","Compliance Inspection"
"2FB40614-33C6-43D7-A450-4C8EF5C02997","0350FBB6-9A7D-4F8D-9290-3092770F99F9","2020/03/05","N","No","Compliance Inspection"
"A871A8A5-FC30-4501-9329-4C9105C78A29","FA4D046F-ADDE-436B-8A3C-BCBEF66BB2BE","2018/12/07","N","No","Compliance Inspection"
"DE7A498A-3CD1-4950-A704-4C94DB2BEF3E","683ACD0F-458C-413B-8DF6-FAEEC6F5FD43","2020/02/04","N","No","Compliance Inspection"
"D350BE40-F9D2-4789-AD96-4C979A147D89","7D9C496D-7632-456B-B828-5703C8CA5609","2018/12/06","N","No","Compliance Inspection"
"7CC001A6-086F-48BB-8658-4C98E5C232C4","A698BF77-87E0-48F1-8020-36987591FD1C","2020/01/27","N","No","Compliance Inspection"
"8616374D-FF43-4A3E-A368-4C9A4240CE35","B0E35B48-C032-4B1B-AA89-AD19B1492497","2018/11/27","N","No","Compliance Inspection"
"D6994FCD-6CB0-4C61-9A99-4C9EC6444826","4EF03DA4-2EAA-4CB8-B197-DCF75C6C4715","2018/09/14","N","No","Compliance Inspection"
"F0982720-F7BB-43E2-B4D4-4CA2B6A74E50","5F1B6864-AF46-4E96-9CA0-3F88CC0FF503","2020/03/10","N","No","Re-inspection"
"7FAC6632-C2F1-424C-BDA3-4CA7139B7FBA","066591FD-5E20-417D-BEBD-80BBB27EFF3A","2018/05/26","N","No","Compliance Inspection"
"E216E28F-D509-440F-B499-4CADADE25EA2","B035763F-138A-444E-9064-D3CF8C778B4A","2018/09/27","N","No","Compliance Inspection"
"94C3D2C4-5541-4A03-B2A6-4CB25F9516BB","C2517E9D-01F5-4DEE-B2BE-801280A6D18F","2018/07/12","N","No","Compliance Inspection"
"9008B6E6-E4E9-40D3-9B93-4CB334281DCA","2DADC2C3-2CCE-42C1-B3B4-915D2AA4AB48","2020/03/16","N","No","Compliance Inspection"
"8BDC3421-1B1D-498A-8714-4CB338AC24A0","292D286D-3BAC-4F6E-B8A5-70B6A6DF01AA","2019/01/25","N","No","Re-inspection"
"CB9021F0-1AF8-4948-B3FB-4CB479431A08","3B8B5115-897A-4ED1-8FD0-287D044E6E8F","2020/02/06","N","No","Compliance Inspection"
"3D83AA48-7B2E-4A8E-A386-4CB913F44AF2","3BD967A4-678C-45E4-9E33-EF43802D1C15","2019/09/04","N","No","Compliance Inspection"
"2419085C-2956-4C1D-9ABD-4CC361A533E6","0CA69E99-DF9B-4DD1-A91C-87D9C5148BE5","2020/01/15","N","No","Compliance Inspection"
"E1FA4A90-F16C-4E85-8938-4CD066AC6F54","3B327E56-2F44-47D3-A88F-38D00D5DD274","2018/07/03","N","No","Compliance Inspection"
"E11CFEAD-E1C7-4CCF-922C-4CD3A52AD35D","B945AEEA-D1CF-42C2-8CC8-25B3CF73243A","2020/05/06","N","No","Compliance Inspection"
"895064FC-FB2A-473D-9BB9-4CD967D37F9B","7DF2361F-6C33-4676-A2B7-17CC82B09458","2020/01/23","N","No","Compliance Inspection"
"37999F34-3D2C-4EC3-AC19-4CE25F2D7107","C99E1E39-2B65-41D9-8868-59EE9443E47B","2020/01/21","N","No","Compliance Inspection"
"36867F9D-A3B5-4019-A0CE-4CE2851D1307","0DCAFBBD-2228-48F7-9B1A-209EA700E1A0","2019/07/08","N","No","Compliance Inspection"
"02F04F61-63A1-4C1D-8E70-4CE40C30A880","7DA53A58-B5B1-4ABC-93A1-50630899056A","2018/10/04","N","No","Compliance Inspection"
"0CC25470-2EED-4BA0-B95C-4CFEBBEDDF9E","37F9E950-5791-41C0-85D1-333C6DDE7E32","2019/06/26","N","No","Compliance Inspection"
"E3DDE193-A363-4DCE-AE08-4CFFA662A20A","1EC8C9D5-114A-40E3-A98E-608F6DB53642","2018/06/11","N","Yes","Re-inspection"
"95D699E6-0AC3-4DE8-A2FE-4D0490E277DA","76D44353-EA0E-4F16-BC12-9C9285296486","2019/04/15","N","No","Complaint"
"BF2C278D-4C08-4991-AFEA-4D076417DE08","1FA45400-FCE7-49E5-B9CB-21C6F344D95F","2019/02/21","N","No","Compliance Inspection"
"031396A8-1FCF-47D1-A5B1-4D134A7842CA","E06E700F-6B33-4166-B710-96F853C2132F","2018/05/15","N","Yes","Compliance Inspection"
"E70CA64B-9B4E-4A18-9A3B-4D19A5242777","A18D899B-F00D-4E0D-B951-AFA4340C6C00","2018/05/26","N","No","Compliance Inspection"
"74C29BC8-C8D4-4A93-84D8-4D1E9E4BFCC1","9A2C00BA-E6CD-470E-A210-9A53C0265068","2019/08/28","N","No","Re-inspection"
"CD749EC6-1C21-48B1-B2E6-4D23CA45959F","E70263A4-65C2-4EAE-B8DA-F6B93B05EDE8","2019/02/25","N","No","Re-inspection"
"4BA142C9-3EF1-47C3-852C-4D2A356886C8","9A2C00BA-E6CD-470E-A210-9A53C0265068","2019/12/06","N","No","Compliance Inspection"
"E9A15E75-190B-4CC8-ABA4-4D2E9092657D","F1BE040B-21DE-412C-9518-428A47251659","2019/09/11","N","No","Re-inspection"
"C3969C8F-F0D9-4983-9C1A-4D2EBEDC598D","FF193C7E-53BB-40EA-8BE0-6D8A620F618D","2018/07/18","N","No","Compliance Inspection"
"AF48195A-A7AD-44B6-8DDC-4D3079672E87","05914851-C307-433E-9D3E-7F3D4B8AD2AB","2019/01/24","N","No","Compliance Inspection"
"179E88C3-F480-48E0-BD14-4D3BC3F902BF","83A4CBDE-4289-41D4-AC6E-D53E736CF76F","2019/01/31","N","No","Compliance Inspection"
"557BA79E-492C-40C6-81EB-4D3D7918F44C","C223DB7B-B285-4CF9-9DEF-D0FFA1C420EB","2019/06/04","N","No","Compliance Inspection"
"624D5367-C1CA-4310-BDA1-4D3D906838A4","9CD78931-7B02-4B04-A4C6-83E2F42A503C","2020/01/06","N","No","Compliance Inspection"
"66AE4E59-8643-418D-A929-4D3FBF4C5A08","2ED78C1F-4404-46A6-8C44-51257282F792","2018/07/26","N","No","Re-inspection"
"77D47C0F-B1AB-44B4-AB0E-4D4851B65A8F","BF3751D6-216A-4803-BBA5-CBEF5D40329D","2020/01/21","N","No","Compliance Inspection"
"6D1E9A18-FEE1-4A62-BA76-4D4EFBDE755D","EC48975E-C181-4A1C-9264-8E24B8F59A91","2018/08/16","N","No","Complaint"
"4EBFB686-CF84-449F-90C0-4D50A015CC38","9D1DE584-A0DE-4EA0-A8A3-2B8E0531B6AB","2018/08/23","N","No","Compliance Inspection"
"AE7D9B68-59A9-4BC8-B614-4D535701F5F4","442DD272-FB26-414C-98E9-76AA3C295585","2018/11/07","N","No","Compliance Inspection"
"82D8D05B-761E-4396-8FFD-4D53B041263F","EACEB716-CCE4-43BF-B558-8A5508CC3266","2018/12/10","N","No","Compliance Inspection"
"BFA5A8F2-D76C-43F9-87C0-4D5B54E9E840","A69C1157-4144-4734-A15D-4E8A625CDC68","2020/01/10","N","No","Compliance Inspection"
"90841EA5-D5AD-47D2-B988-4D6AE6F47A91","87896B2B-453E-4BD6-BF68-3E4169853F42","2018/12/12","N","No","Compliance Inspection"
"41DD1841-D2AA-434E-8BB3-4D7E54D9711C","71EF9AEE-574C-416F-A26F-121A78BA92F3","2018/08/08","N","No","Compliance Inspection"
"B4561925-C9F0-48DE-B7C0-4D7EA9CD09A4","79EF0B00-73DA-41AC-9417-E4B9B314D7C9","2019/02/13","N","No","Compliance Inspection"
"19CD410F-D10A-4C88-84F9-4D86F232BC39","79677E8C-1588-425B-BE27-2CA34D6934B2","2018/12/10","N","No","Re-inspection"
"3C1C0051-9119-43E3-909E-4D8E7FD5602E","DA49ED99-2A24-4F13-B277-767857587235","2019/11/01","Y","No","Compliance Inspection"
"5D5603DF-246E-40E9-8C6B-4D906256295F","C3C13C5B-79E9-40E6-BF2E-FC47BC91B7BD","2019/07/19","N","No","Compliance Inspection"
"98944031-EDBB-415E-BD10-4D9A9D064B5C","4DFF46E1-FC0D-4AC4-8824-08791F7FFDF9","2018/11/02","N","No","Compliance Inspection"
"484FB33F-3CEC-4859-9C82-4D9E0F1E24EB","4767085A-6674-4D6C-98A3-DAC132F0E14A","2020/01/21","N","No","Compliance Inspection"
"D1BDEA9C-0AE9-42FE-AD1A-4D9F19D8B22E","554D68D4-90C7-45E8-84D2-1DC2823D143C","2018/07/10","N","No","Compliance Inspection"
"4A8531CF-6285-4F7F-8C6B-4DA1F4E5E2B8","0FE350DE-D400-4AF7-8D99-2291A7DCF901","2019/12/05","N","No","Re-inspection"
"12A7154C-3420-4A25-868A-4DA2E2C45126","FA9DF48C-EC1C-4496-AFAD-1E7FA12E0D85","2018/09/27","N","No","Compliance Inspection"
"E4A46C1C-7C0A-4E61-8194-4DA6D694A1A0","5E2782D4-3CA8-4AF9-B2BB-6D42FA4124A4","2020/01/09","N","No","Compliance Inspection"
"50904572-8C67-4A5E-999F-4DA850D42BA2","B9092CC7-678B-4F4C-9892-9B7E31001B38","2018/11/21","N","No","Compliance Inspection"
"EB171901-78E7-476C-9F2C-4DAACB2C0BD0","646B3814-4411-487B-8703-7A13CFAF14DA","2018/07/10","N","No","Compliance Inspection"
"A53D57EA-69A5-4C4D-9523-4DADD06AC452","6EA34890-1949-4F07-A03C-00C4DF778AA8","2019/02/04","N","No","Compliance Inspection"
"A879A524-1380-433D-B1F8-4DAF409CBF3F","75E2FF44-F8A5-429A-9E22-9FEE090A3131","2019/10/23","Y","No","Compliance Inspection"
"517B1947-539C-40E6-AF77-4DB33030970B","8D1E9978-AB79-4FBD-B092-22FB426C1E36","2018/05/16","N","No","Compliance Inspection"
"F641E426-5A07-484B-B366-4DB7DE22F355","4B3A7680-96F4-4E18-A220-F9AA59F96793","2019/07/19","N","No","Compliance Inspection"
"18E2952A-E407-4375-A9FB-4DB9FF542872","1F4D9150-47A2-4ACF-B154-84F3606A2D3E","2019/09/07","N","No","Compliance Inspection"
"2BF4E807-A2AB-4299-B03D-4DBF626DA669","D3E65BE3-9F1D-455C-8438-2C2EF3819492","2019/09/11","N","No","Compliance Inspection"
"5CCEC9C3-080C-480B-B0CD-4DC0B3335CA3","F869E266-7562-468A-AD76-E9E5AB58481F","2019/04/04","N","No","Compliance Inspection"
"86554AAC-77B3-421D-9677-4DC537F3B260","E16302E0-13E7-4303-B864-DBAE1DF57224","2019/03/28","N","No","Re-inspection"
"BAA89F1E-C350-4AB0-A114-4DCA139F4C7F","4E6CAF0D-8026-44B0-87FB-5BF2420002F4","2019/10/16","Y","No","Compliance Inspection"
"86350305-30BC-48BE-95C5-4DD52425192C","D4EA718D-FDF8-43F1-89E2-2ADC670288A4","2020/01/27","N","No","Re-inspection"
"DD5E1EDF-2F96-4B41-B84C-4DD5C59691CD","6F40F256-F27C-49AD-BECA-B4EFCE35A798","2018/10/15","N","No","Compliance Inspection"
"E7FA96B6-3775-4ABD-BAE3-4DD60AAA25E7","D5207ECE-8720-47B6-90E5-23A4A62760A2","2019/07/29","N","No","Compliance Inspection"
"6BDD715F-8BF0-4A2E-9A32-4DDAE78F6445","7B059C56-0ACF-4937-ACC5-BC978C76F0F0","2019/03/29","N","No","Compliance Inspection"
"BEBF8EEB-BB22-4744-953E-4DDF9C43DA3A","607C70B2-314E-4F21-A6A5-8ED8D41E2B33","2019/01/25","N","No","Compliance Inspection"
"28B93E57-0B40-4CB9-A03A-4DE0934943FB","B215BB71-9FAE-4881-80D2-05B6531BC00F","2019/12/06","N","No","Compliance Inspection"
"1CFA3857-0D07-4B38-8850-4DE4CDD59710","2ED94930-A862-473B-90F4-774E9AB7B7C6","2020/02/20","N","No","Compliance Inspection"
"C84F994B-A14E-4E8C-9627-4DE7999D7582","1E141CE5-2C3D-4B6A-A250-8756B6F62ED5","2018/10/17","N","No","Compliance Inspection"
"96F99256-BC44-434D-AC0B-4DF16CBE3E5A","8CB80DD3-872D-49AE-96B4-962D5D70B353","2019/11/25","N","No","Compliance Inspection"
"965F4DEC-A7E3-4C49-BE04-4DF204698C60","B84A3CE7-0274-48AD-B858-A43EF76133C6","2020/01/08","N","No","Compliance Inspection"
"04F6C0DC-07A6-4507-9780-4DF401A0CB59","BB0243A6-09BA-4D22-83C4-BBD38525BE2B","2019/02/13","N","No","Compliance Inspection"
"CCA97C63-051C-4B29-BE40-4DF64054C4C2","FC9038E2-16A4-4705-8D10-1A4B33DD571C","2020/02/20","Y","No","Compliance Inspection"
"AEC0A2C0-7A7F-441C-96C7-4DFF5F883C7A","DEE5422E-B0BD-4411-8586-D4BCB7D417A8","2019/09/18","N","No","Compliance Inspection"
"435DB949-1434-4150-A9A7-4E0360D7E300","E12090DB-B57E-4825-92F0-23C9C572E184","2020/03/13","N","No","Compliance Inspection"
"0B768A77-1D22-4CB3-9606-4E09BDD43C50","2C7FC69D-4A08-416A-9532-B9FFE907ED3C","2019/01/29","N","No","Compliance Inspection"
"D257BEC1-E4CF-45CE-8CC3-4E107E776CA7","6B48962E-735D-4836-B656-BD6C6E457C5D","2019/07/09","N","No","Compliance Inspection"
"C53AF8D7-EF8D-4801-99A2-4E13E18CF4B8","E8FDA442-0F8D-4C9F-8353-1F3360D82AFF","2018/07/26","N","No","Compliance Inspection"
"BD8C5197-7C40-4087-B54A-4E1E2E5F0C7F","5FECBBDE-E013-4D0E-B5DF-9DD0FD4EEF51","2018/09/10","N","No","Compliance Inspection"
"8E729AC4-ED84-4923-987C-4E21422143A4","B391CCE7-A626-4E3F-922F-73A7828B0BCD","2019/11/20","N","No","Compliance Inspection"
"A0E7A5D9-9D83-4356-8A1F-4E24436777FA","8655042D-5690-465E-BC9D-89A761829A2E","2019/01/24","N","No","Compliance Inspection"
"BBB20C51-B192-4A20-A6D6-4E2949008C27","D2339E85-3D63-4E12-AA7B-52AA7B9300A0","2019/11/15","N","No","Re-inspection"
"67105CFB-4D8A-46DA-B759-4E316AEF7783","02609E3A-9188-49F6-ADD2-8EEF848DAAED","2019/03/01","N","No","Compliance Inspection"
"D442FC64-996C-4BAE-817E-4E327F556862","1B4439C5-DBFB-40F7-B1F0-768F97E64A7E","2019/09/19","N","No","Re-inspection"
"EA622FFD-CD79-49FA-B713-4E33133E31AE","0F3D7A4F-039B-46D8-B140-3C76E0549CB9","2018/11/27","N","No","Compliance Inspection"
"00985E8C-5117-4A13-B769-4E57251868E0","FAD15927-16E0-47BC-8DD6-F1F49B4D1E8B","2018/11/09","N","No","Compliance Inspection"
"EDC98C78-5CEC-43E1-89B7-4E573B0E2772","72BE5BC8-951B-45AD-ADA3-A1679C00A5C9","2019/09/19","N","No","Compliance Inspection"
"3858B045-7369-4C1E-8C97-4E5873234C98","C4B7A503-06E1-46D2-8A63-54862FE23C43","2020/02/05","N","No","Compliance Inspection"
"FEAE10E4-1BF1-4426-A287-4E5B6E07A709","2E50DF9A-4D3E-4A61-962A-4229200EA966","2018/12/13","N","No","Compliance Inspection"
"E1642C1A-6057-4F6C-BE89-4E625C006976","A46F3FFB-D80F-4754-9DD8-13874D8478B1","2019/11/28","N","No","Compliance Inspection"
"E8B8D122-0483-4034-9035-4E63F352249C","232D3ED8-2BE9-4B96-AC7A-CB42CA1BAE94","2019/09/17","N","No","Compliance Inspection"
"2109347F-D9BB-41E0-A51C-4E6461EBEE92","9253D796-50D1-44BB-BB18-C5562B9EB972","2019/10/17","N","No","Compliance Inspection"
"D05B10D4-ED43-4AA5-904E-4E65A413FCD3","B7A51F26-5DB8-4E60-AEE9-A22000CEADE7","2019/05/01","N","No","Compliance Inspection"
"5369D343-7241-4DE7-ACA8-4E68B08F3516","11FB314A-A8DE-46BA-82D8-361EDE0C386D","2019/04/26","N","No","Compliance Inspection"
"F4C477DF-EC38-4112-B7A4-4E6BF728CFCF","35B57B1A-9270-4022-B387-994ABA96FAFB","2019/12/05","N","No","Compliance Inspection"
"4D244576-84C3-4DEF-9170-4E6F2E857A9E","95AD2004-932A-46FF-9FE1-CFC4D13DE50F","2019/01/10","N","No","Compliance Inspection"
"CE995B6A-A6A1-4AB6-983A-4E74A3BED085","0C7493C7-883A-48BF-8919-4234159F9B56","2018/08/15","N","No","Compliance Inspection"
"532C1E23-D1CB-4F54-A863-4E7BE292F512","8C904FB3-7392-4896-8898-C4F49CED6451","2019/09/04","Y","No","Compliance Inspection"
"348AE3F5-7C6B-473F-8524-4E7D69E62090","7913C343-BC4A-4129-881B-735F743E5A55","2019/03/13","N","No","Compliance Inspection"
"738EF405-C5B9-4257-BB44-4E7FD696F09C","B355194B-F663-44C4-90CE-0234B76DE86F","2018/11/09","N","No","Re-inspection"
"5EA8D488-8EEE-432A-A323-4E929CFDDDB8","666998C5-6123-44E2-9D64-5A7C12C160E4","2019/05/06","N","No","Complaint"
"660B5BE8-8685-4999-AED8-4E94A70D47E1","496201D1-28A7-441E-96F3-C84D3D255C3B","2020/02/11","N","No","Compliance Inspection"
"3151BC60-88DC-49EC-B5AA-4E968CC1568F","D44E9E81-E2AA-465C-BF1B-B666D2F6EDCA","2020/01/09","N","No","Compliance Inspection"
"5443DDA8-B529-4544-864F-4E9EA0483E73","DFF348A3-7EE8-4BF0-9BAE-D47424CCA11C","2019/11/20","N","No","Compliance Inspection"
"E6516B96-EEB3-4AC1-923E-4EAA84FF722E","6EB7D724-72C2-4A84-806C-7653E49A23E7","2018/10/16","N","No","Compliance Inspection"
"494555A4-2DB0-4048-A802-4EB007390125","426C5C74-2529-427D-A855-F1F0956BA4A8","2019/03/12","N","No","Compliance Inspection"
"3ED75C2F-3AFC-4D5D-9272-4EB30FEBDF37","BFABAFDE-2527-47C0-B31D-37FEFA987DB6","2020/02/05","N","No","Compliance Inspection"
"A9A751B8-F476-4A9A-919B-4EB3ED9491AD","06C78F7D-3493-4081-BB3E-739F6EE916B8","2020/01/09","N","No","Compliance Inspection"
"49774AF2-8A0D-49D7-A8BD-4EBFAEC63BC7","AA407170-88B0-418C-85E4-59024815481B","2019/03/29","N","No","Compliance Inspection"
"20996CBB-A42D-4AFA-BBFA-4EC127C513F4","6928F880-2FDE-4DC0-BBFB-C7E95746B3CE","2019/06/03","N","No","Compliance Inspection"
